TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
203.34,Debit,Phoenix,ATM,Senior,Doctor,66.0,1.0,13586.99,0
90.88,Debit,Colorado Springs,ATM,Youth,Engineer,284.0,1.0,7117.35,1
60.11,Credit,Albuquerque,Branch,Senior,Retired,122.0,1.0,7235.87,1
393.92,Debit,Memphis,Branch,Senior,Retired,47.0,1.0,7318.64,2
19.39,Debit,Colorado Springs,ATM,Adult,Doctor,45.0,1.0,9847.6,1
557.41,Credit,Washington,Online,Senior,Retired,49.0,1.0,2968.75,0
57.07,Credit,Boston,Online,Youth,Doctor,99.0,1.0,9323.71,1
395.27,Credit,Miami,Online,Youth,Student,167.0,1.0,1764.08,2
289.05,Debit,New York,ATM,Senior,Retired,116.00000000000001,1.0,5683.49,2
46.11,Debit,San Francisco,Online,Youth,Doctor,233.0,1.0,5225.73,0
335.5,Debit,Sacramento,ATM,Senior,Retired,47.0,1.0,6445.4,0
388.07,Debit,Seattle,Online,Youth,Student,68.00000000000001,1.0,289.71,0
520.86,Credit,Sacramento,Online,Adult,Engineer,66.0,1.0,9200.74,0
787.41,Debit,Memphis,Online,Youth,Student,39.0,1.0,300.87,2
31.699999999999996,Credit,Raleigh,ATM,Adult,Doctor,121.0,1.0,743.8999999999999,0
22.3,Debit,Philadelphia,ATM,Youth,Student,90.0,1.0,1200.35,0
203.12,Debit,San Jose,ATM,Adult,Retired,181.0,1.0,1562.39,0
315.94,Credit,Raleigh,Branch,Adult,Doctor,172.0,1.0,7719.709999999999,0
192.23,Debit,Albuquerque,Online,Adult,Engineer,39.0,1.0,2610.67,1
899.2850000000002,Debit,Oklahoma City,Online,Senior,Retired,51.00000000000001,1.0,2060.02,2
0.26,Debit,Oklahoma City,Online,Youth,Student,173.0,1.0,1833.67,2
210.77,Debit,Mesa,ATM,Senior,Retired,161.0,1.0,5396.65,2
406.65,Debit,Mesa,ATM,Adult,Doctor,107.0,1.0,12995.7,2
422.9,Debit,Tucson,ATM,Adult,Engineer,111.0,1.0,7616.43,0
20.62,Credit,Philadelphia,ATM,Youth,Doctor,225.0,1.0,12500.8,0
174.39,Debit,San Francisco,ATM,Youth,Student,36.0,1.0,1127.08,0
7.859999999999999,Credit,Sacramento,Branch,Senior,Retired,91.0,1.0,3621.98,0
211.36,Debit,Denver,Online,Adult,Engineer,44.0,1.0,5212.28,1
54.85,Credit,San Francisco,Branch,Adult,Retired,40.0,1.0,2727.45,0
204.7,Debit,Oklahoma City,Branch,Adult,Doctor,95.0,1.0,5117.03,2
16.55,Debit,Tucson,Branch,Youth,Engineer,159.0,1.0,6089.79,0
91.32,Debit,Milwaukee,Branch,Adult,Engineer,77.0,1.0,2618.1,2
195.49,Debit,Memphis,ATM,Youth,Doctor,112.0,1.0,11988.12,2
49.62,Debit,Portland,ATM,Adult,Engineer,111.0,1.0,3841.4199999999996,0
487.16,Credit,Los Angeles,Branch,Youth,Student,84.00000000000001,1.0,321.21,2
405.6,Debit,Tucson,Online,Youth,Engineer,44.0,1.0,9754.73,0
512.95,Debit,Columbus,Branch,Adult,Engineer,143.0,1.0,9584.52,1
345.94,Debit,Portland,ATM,Youth,Doctor,163.0,1.0,7624.56,0
356.56,Debit,New York,Online,Adult,Engineer,52.00000000000001,1.0,2485.73,2
10.31,Debit,Louisville,Online,Youth,Engineer,280.0,1.0,2137.9,2
211.69,Debit,Atlanta,Branch,Youth,Doctor,111.0,1.0,6412.85,1
221.49,Credit,Oklahoma City,Branch,Youth,Student,196.0,1.0,707.25,2
278.23,Debit,Fresno,Online,Adult,Engineer,83.0,1.0,8300.54,1
116.88,Debit,Memphis,ATM,Adult,Doctor,263.0,1.0,7717.339999999999,2
328.77,Credit,San Diego,Online,Adult,Doctor,247.0,1.0,6967.03,0
77.53,Debit,Louisville,Branch,Adult,Retired,55.0,1.0,5158.6,2
421.74,Debit,San Jose,Online,Senior,Doctor,103.0,1.0,12031.14,0
313.69,Debit,Oklahoma City,Branch,Senior,Retired,151.99999999999997,1.0,7093.68,2
411.72,Debit,Washington,Branch,Youth,Doctor,153.0,1.0,8539.86,0
508.73,Debit,Chicago,Branch,Adult,Retired,89.0,1.0,7640.57,1
153.08,Debit,Omaha,ATM,Youth,Student,201.0,1.0,1292.21,0
23.01,Debit,Las Vegas,Branch,Senior,Retired,166.0,1.0,5958.75,2
69.28,Debit,Los Angeles,Online,Youth,Student,129.0,1.0,708.7399999999999,2
51.25,Credit,Austin,Branch,Youth,Student,66.0,1.0,1744.4,1
407.65,Debit,Denver,ATM,Youth,Student,263.0,1.0,273.78,1
459.25,Debit,Tucson,Branch,Youth,Student,59.00000000000001,1.0,130.76,0
301.56,Debit,Seattle,Branch,Adult,Doctor,118.0,1.0,10389.6,0
17.67,Debit,San Diego,Online,Senior,Doctor,91.0,1.0,1048.18,0
5.29,Credit,San Francisco,Online,Youth,Doctor,132.0,1.0,12896.68,0
401.37,Debit,Los Angeles,Branch,Adult,Engineer,251.0,1.0,8208.54,2
145.4,Debit,Tucson,Online,Youth,Engineer,24.0,1.0,5244.49,0
556.34,Debit,Seattle,Online,Youth,Doctor,45.99999999999999,1.0,11935.14,0
34.31,Debit,Philadelphia,ATM,Youth,Student,251.0,1.0,1484.76,0
780.59,Credit,Tucson,Online,Youth,Student,145.0,1.0,6513.34,0
282.65,Debit,Fort Worth,ATM,Youth,Doctor,161.0,1.0,13801.15,1
305.27,Debit,Las Vegas,Online,Senior,Doctor,147.0,1.0,12958.65,2
185.81,Debit,Austin,Online,Youth,Doctor,116.00000000000001,1.0,9588.71,1
66.01,Debit,Milwaukee,Online,Adult,,179.0,1.0,3475.99,2
447.95,Debit,Tucson,Branch,Youth,Engineer,75.0,1.0,7544.399999999999,0
279.3,Debit,Oklahoma City,ATM,Youth,Student,48.0,1.0,1193.61,2
211.36,Debit,Indianapolis,Online,Youth,Doctor,26.999999999999996,1.0,12063.77,2
611.15,Debit,Detroit,ATM,Youth,Student,121.0,1.0,892.8299999999999,1
275.2,Debit,New York,Online,Adult,Engineer,81.0,1.0,1230.12,2
427.79,Debit,San Jose,Branch,Youth,Student,189.0,1.0,1479.67,0
469.13,Credit,San Antonio,ATM,Adult,Doctor,139.0,1.0,1265.28,0
102.81,Debit,Seattle,Branch,Senior,Retired,47.0,1.0,3228.87,0
22.61,Debit,Seattle,Online,Youth,Student,145.0,1.0,1111.67,0
68.28,Debit,Boston,Online,Adult,Engineer,293.0,1.0,3213.16,1
33.65,Credit,New York,Online,Senior,Doctor,146.0,1.0,12719.93,2
362.68,Credit,Miami,ATM,Senior,Retired,137.0,1.0,2040.77,2
73.23,Debit,San Francisco,Branch,Youth,Student,172.0,1.0,1309.85,0
654.49,Credit,Austin,Online,Youth,Student,104.0,1.0,164.61,1
18.56,Credit,Memphis,Branch,Adult,Engineer,161.0,1.0,4230.37,2
389.05,Debit,Dallas,ATM,Youth,Student,41.0,1.0,761.0,1
7.38,Debit,Houston,Online,Senior,Retired,112.0,1.0,2923.83,2
109.48,Debit,Baltimore,Online,Adult,Retired,93.0,1.0,7372.47,1
66.91,Debit,Seattle,ATM,Adult,Doctor,85.0,1.0,871.1,0
335.48,Debit,Oklahoma City,Branch,Adult,Engineer,155.0,1.0,3023.16,2
38.14,Debit,Albuquerque,Online,Youth,Student,174.0,1.0,1119.21,1
899.2850000000002,Debit,Detroit,Branch,Senior,Doctor,173.0,1.0,11833.73,1
360.02,Debit,Dallas,Online,Senior,Retired,68.00000000000001,1.0,6400.59,1
567.71,Debit,Memphis,Online,Senior,Doctor,80.0,1.0,13884.24,2
218.19,Debit,Austin,ATM,Youth,Student,185.0,1.0,620.83,1
209.99,Debit,Denver,ATM,Youth,Student,40.0,1.0,1938.0100000000002,1
11.02,Debit,Tucson,Branch,Youth,Student,280.0,1.0,964.79,0
83.43,Debit,New York,Online,Adult,Retired,109.0,1.0,1870.16,2
344.97,Debit,Austin,Online,Youth,Doctor,106.0,1.0,5577.94,1
172.29,Debit,El Paso,ATM,Youth,Engineer,283.0,1.0,8700.8,1
195.54,Debit,Omaha,Online,Senior,Retired,255.0,1.0,2794.66,0
101.23,Debit,Colorado Springs,Online,Adult,Engineer,87.0,1.0,6169.71,1
180.46,Debit,Fresno,ATM,Youth,Student,34.0,1.0,831.7499999999999,1
692.55,Debit,Charlotte,Branch,Adult,Retired,109.0,1.0,2451.56,1
147.31,Credit,Mesa,Online,Youth,Doctor,91.99999999999999,1.0,13625.52,2
107.48,Debit,Los Angeles,Branch,Youth,Student,103.0,1.0,1379.39,2
899.2850000000002,Credit,Columbus,Online,Senior,Doctor,83.0,1.0,11498.01,1
81.51,Debit,Washington,Branch,Youth,Student,97.0,1.0,865.4899999999999,0
365.48,Credit,Seattle,Online,Senior,Retired,215.99999999999997,1.0,7147.4,0
491.1,Credit,Houston,Online,Youth,Engineer,125.0,1.0,7833.85,2
452.8,Debit,Los Angeles,Branch,Senior,Retired,151.0,1.0,4840.67,2
645.04,Debit,Memphis,Branch,Senior,Retired,78.0,1.0,7361.47,2
169.28,Debit,Philadelphia,Branch,Adult,Doctor,114.0,1.0,5128.44,0
88.42,Debit,El Paso,ATM,Senior,Doctor,91.0,1.0,12381.45,1
155.53,Debit,Baltimore,ATM,Youth,Engineer,66.0,1.0,4008.05,1
899.2850000000002,Debit,Milwaukee,Online,Adult,Engineer,300.0,1.0,3493.13,2
39.24,Debit,Dallas,ATM,Senior,Retired,106.0,1.0,6462.41,1
152.01,Debit,Fort Worth,ATM,Adult,Engineer,111.0,1.0,4625.12,1
78.77,Credit,Las Vegas,ATM,Adult,Engineer,50.00000000000001,1.0,6470.57,2
26.5,Debit,Indianapolis,Online,Adult,Engineer,179.0,1.0,4854.83,2
83.62,Debit,Raleigh,ATM,Adult,Doctor,146.0,1.0,12652.22,0
142.78,Debit,San Diego,Branch,Senior,Doctor,150.0,1.0,11705.88,0
55.99,Debit,El Paso,ATM,Youth,Doctor,95.0,1.0,932.61,1
774.48,Debit,Louisville,Branch,Senior,Doctor,30.999999999999996,1.0,11613.58,2
105.37,Debit,Sacramento,ATM,Youth,Student,160.0,1.0,1068.55,0
118.83,Debit,Virginia Beach,Online,Youth,Student,295.0,1.0,1616.3,0
46.22,Debit,San Jose,Branch,Youth,Student,217.0,1.0,471.2799999999999,0
659.71,Credit,San Jose,Branch,Youth,Student,148.0,1.0,106.86,0
377.97,Debit,Miami,Online,Senior,Retired,160.0,1.0,2457.1,2
114.1,Debit,Boston,Branch,Senior,Retired,148.0,1.0,5882.12,1
11.3,Credit,Louisville,Online,Adult,Retired,41.0,1.0,1938.99,2
95.5,Debit,Omaha,Online,Adult,Retired,17.0,1.0,4079.09,0
130.93,Credit,Houston,Branch,Youth,Engineer,149.0,1.0,860.1199999999999,2
272.97,Debit,Boston,Online,Senior,Retired,174.0,1.0,7811.310000000001,1
73.35,Debit,San Francisco,Branch,Youth,Student,47.0,1.0,1181.84,0
29.94,Debit,San Francisco,ATM,Adult,Doctor,243.0,1.0,10915.54,0
307.24,Debit,San Jose,ATM,Youth,Student,136.0,1.0,1670.72,0
50.52,Debit,Boston,Online,Youth,Student,140.0,1.0,1121.19,1
820.46,Credit,Fort Worth,Online,Adult,Engineer,243.0,1.0,5621.86,1
153.07,Debit,Detroit,ATM,Adult,Engineer,116.00000000000001,1.0,8873.43,1
52.94,Debit,Tucson,Branch,Adult,Doctor,146.0,1.0,6990.92,0
384.41,Debit,Jacksonville,ATM,Senior,Engineer,65.0,1.0,7831.56,2
235.42,Debit,Phoenix,Branch,Adult,Retired,175.0,1.0,6173.23,0
114.23,Debit,Dallas,ATM,Adult,Doctor,64.0,1.0,9523.72,1
12.62,Debit,El Paso,Branch,Youth,Doctor,61.00000000000001,1.0,6420.47,1
899.2850000000002,Debit,Fort Worth,ATM,Youth,Student,145.0,1.0,1146.09,1
373.52,Debit,Colorado Springs,ATM,Youth,Engineer,235.0,1.0,6430.41,1
336.05,Debit,San Antonio,Branch,Youth,Student,164.0,1.0,1635.05,0
366.93,Debit,Houston,Online,Senior,Retired,33.0,1.0,6697.79,2
112.27,Debit,Seattle,Branch,Adult,Doctor,102.0,1.0,7369.89,0
494.9599999999999,Debit,Sacramento,ATM,Adult,Engineer,132.0,1.0,6903.68,0
561.58,Debit,Sacramento,Online,Senior,Doctor,22.999999999999996,1.0,11748.86,0
440.94,Debit,San Antonio,Online,Adult,Doctor,148.0,1.0,7303.23,0
71.9,Debit,Los Angeles,Branch,Youth,Doctor,51.00000000000001,1.0,10619.35,2
256.66,Credit,Raleigh,Online,Adult,Retired,137.0,1.0,1794.5,0
166.55,Credit,Houston,Branch,Adult,Doctor,99.0,1.0,12970.21,2
276.26,Debit,Louisville,Branch,Adult,Doctor,143.0,1.0,120.88999999999999,2
35.46,Debit,Indianapolis,ATM,Senior,Doctor,164.0,1.0,5692.31,2
38.14,Debit,Portland,Branch,Adult,Engineer,165.0,1.0,9879.87,0
506.25999999999993,Credit,Baltimore,ATM,Senior,Retired,86.0,1.0,6266.65,1
736.32,Debit,Indianapolis,Online,Youth,Doctor,28.0,1.0,14268.95,2
389.43,Credit,Austin,ATM,Adult,Engineer,151.0,1.0,6449.83,1
25.58,Debit,Omaha,ATM,Senior,Engineer,166.0,1.0,6741.41,0
446.1,Debit,Seattle,ATM,Youth,Student,243.0,1.0,1008.44,0
147.74,Debit,Raleigh,Branch,Youth,Student,15.0,1.0,1711.78,0
899.2850000000002,Debit,San Francisco,ATM,Youth,Student,254.0,1.0,1821.0,0
46.23,Debit,Fresno,Online,Senior,Retired,282.0,1.0,5107.75,1
265.37,Debit,Washington,Branch,Youth,Engineer,77.0,1.0,5229.95,0
342.57,Debit,Boston,Online,Youth,Student,91.0,1.0,339.16,1
417.26,Credit,New York,Online,Youth,Doctor,45.0,1.0,10442.48,2
33.63,Debit,Columbus,Online,Senior,Retired,75.99999999999999,1.0,4324.4,1
64.58,Debit,El Paso,Branch,Adult,Retired,173.0,1.0,6292.29,1
23.23,Credit,Miami,Branch,Youth,Student,122.0,1.0,269.01,2
211.36,Credit,Jacksonville,ATM,Senior,Retired,112.0,1.0,4734.110000000001,2
278.88,Debit,Kansas City,Branch,Senior,Doctor,179.0,1.0,1334.09,2
285.49,Credit,Charlotte,Branch,Adult,Doctor,109.0,1.0,6366.84,1
71.87,Debit,Nashville,ATM,Youth,Student,258.0,1.0,1839.1,2
308.8,Debit,Baltimore,ATM,Adult,Retired,41.0,1.0,3966.5399999999995,1
135.35,Debit,Houston,Branch,Adult,Engineer,82.0,1.0,9983.36,2
288.43,Debit,Phoenix,Branch,Senior,Retired,72.0,1.0,4577.09,0
147.46,Credit,Albuquerque,Online,Senior,Doctor,205.0,1.0,7458.029999999999,1
214.15,Debit,,Branch,Youth,Engineer,217.0,1.0,6397.29,0
71.34,Debit,Miami,Online,Adult,Engineer,144.0,1.0,6345.03,2
170.36,Debit,Indianapolis,ATM,Youth,Doctor,118.0,1.0,6034.73,2
899.2850000000002,Debit,Raleigh,ATM,Adult,Engineer,32.0,1.0,765.8099999999998,0
736.53,Debit,Philadelphia,ATM,Adult,Engineer,120.0,1.0,9826.26,0
213.42,Debit,Columbus,ATM,Adult,Engineer,17.0,1.0,3736.3800000000006,1
94.09,Debit,Miami,Branch,Youth,Student,203.0,1.0,646.8499999999999,2
91.23,,Boston,ATM,Senior,Retired,86.0,1.0,6385.12,1
263.92,Credit,San Diego,Branch,Adult,Retired,233.0,1.0,4161.71,0
77.5,Credit,Fort Worth,Online,Adult,Doctor,201.0,1.0,11079.77,1
3.65,Debit,Miami,Online,Senior,Doctor,146.0,1.0,10017.11,2
43.88,Credit,Seattle,Online,Youth,Student,251.0,1.0,1644.09,0
211.36,Debit,El Paso,ATM,Youth,Student,132.0,1.0,387.65,1
224.79,Debit,Boston,Online,Youth,Student,129.0,1.0,528.38,1
64.3,Debit,Louisville,ATM,Adult,Retired,67.0,1.0,7530.299999999999,2
111.79,Debit,Jacksonville,Online,Senior,Doctor,49.0,1.0,10887.59,2
899.2850000000002,Debit,San Francisco,ATM,Adult,Retired,153.0,1.0,7104.61,0
613.7,Credit,Fort Worth,Branch,Senior,Retired,37.0,1.0,7307.11,1
26.07,Debit,Baltimore,Branch,Youth,Student,18.999999999999996,1.0,349.98,1
170.45,Debit,San Francisco,Branch,Senior,Engineer,199.0,1.0,2284.41,0
344.27,Debit,San Antonio,Branch,Youth,Student,123.0,1.0,1918.3600000000001,0
872.72,Debit,Washington,Online,Youth,Student,288.0,1.0,503.01,0
292.95,Debit,Memphis,Branch,Youth,Engineer,56.0,1.0,1216.91,2
28.44,Debit,Fresno,ATM,Youth,Student,243.0,1.0,1071.04,1
209.02,Debit,El Paso,ATM,Youth,Student,74.0,1.0,187.9,1
20.05,Debit,Chicago,ATM,Senior,Retired,171.0,1.0,7145.67,1
175.02,Debit,Phoenix,Online,Youth,Student,71.0,1.0,1493.88,0
89.5,Credit,Louisville,Branch,Adult,Engineer,134.0,1.0,8658.95,2
69.96,Debit,Baltimore,Branch,Youth,Student,30.999999999999996,1.0,164.12,1
146.51,Debit,Albuquerque,ATM,Adult,Engineer,112.0,1.0,7089.9,1
376.78,Credit,Nashville,Online,Youth,Student,88.0,1.0,841.6499999999999,2
148.54,Credit,Columbus,Branch,Senior,Retired,107.0,1.0,5677.05,1
388.77,Credit,Jacksonville,Online,Youth,Student,30.0,1.0,1658.49,2
100.38,Debit,Seattle,Branch,Senior,Doctor,49.0,1.0,10171.68,0
137.23,Debit,Fresno,Branch,Senior,Doctor,63.0,1.0,13847.99,1
870.3,Debit,San Jose,ATM,Adult,Retired,229.0,1.0,3688.98,0
458.94,Debit,Detroit,Branch,Adult,Engineer,180.0,1.0,5619.95,1
327.35,Credit,Memphis,Branch,Youth,Student,175.0,1.0,342.08,2
757.15,Debit,Raleigh,Online,Adult,Engineer,37.99999999999999,1.0,4702.86,0
5.64,Debit,Boston,Online,Adult,Doctor,47.0,1.0,12703.24,1
47.23,Credit,Memphis,Online,Senior,Retired,160.0,1.0,6659.81,2
239.41,Credit,,Online,Adult,Doctor,247.99999999999997,1.0,7860.65,0
7.48,Debit,San Antonio,ATM,Adult,Engineer,29.000000000000004,1.0,4734.110000000001,0
170.97,Debit,Nashville,Branch,Youth,Student,292.0,1.0,1265.27,2
262.43,Credit,San Diego,Online,Youth,Doctor,274.0,1.0,12841.01,0
659.15,Debit,Boston,ATM,Youth,Student,204.0,1.0,1241.59,1
31.53,Debit,Kansas City,Online,Youth,Student,283.0,1.0,874.93,2
111.66,Credit,,Online,Adult,Engineer,140.0,1.0,5716.72,0
250.01,Debit,Kansas City,ATM,Senior,Retired,88.0,1.0,1541.48,2
554.15,Debit,Raleigh,ATM,Adult,Doctor,107.99999999999999,1.0,14817.22,0
598.66,,Charlotte,Branch,Youth,Engineer,222.0,1.0,2587.11,1
28.38,Debit,Sacramento,Branch,Adult,Doctor,98.0,1.0,173.7,0
16.8,Debit,San Diego,ATM,Adult,Doctor,94.0,1.0,11847.07,0
896.79,Debit,Dallas,Online,Youth,Doctor,168.00000000000003,1.0,11146.74,1
159.0,Debit,Las Vegas,ATM,Adult,Engineer,37.99999999999999,1.0,369.79,2
56.31,Credit,Houston,Online,Senior,Retired,195.0,1.0,6396.08,2
203.99,Debit,Philadelphia,Online,Adult,Retired,215.0,1.0,4840.31,0
50.99,Debit,Detroit,Branch,Youth,Doctor,75.99999999999999,1.0,1334.6,1
101.28,Credit,Chicago,Online,Youth,Engineer,75.0,1.0,2774.35,1
299.92,Debit,Denver,ATM,Youth,Student,122.0,1.0,1368.0,1
77.54,Debit,Phoenix,Online,Senior,Retired,73.0,1.0,4536.38,0
18.35,Debit,Nashville,Branch,Youth,Student,78.0,1.0,1293.39,2
732.53,Credit,San Jose,ATM,Youth,Student,116.00000000000001,1.0,441.54,0
65.11,Debit,Nashville,ATM,Youth,Engineer,150.0,1.0,8485.14,2
67.07,Credit,Los Angeles,ATM,Youth,Student,56.0,1.0,999.6200000000001,2
137.48,Debit,Seattle,Branch,Adult,Doctor,47.0,1.0,14273.42,0
398.36,Debit,Columbus,ATM,Youth,Student,56.0,1.0,1863.7,1
469.46,Debit,New York,ATM,Youth,Student,149.0,1.0,8640.56,2
37.58,Debit,Indianapolis,ATM,Adult,Doctor,182.0,1.0,259.44,2
160.24,Debit,Washington,ATM,Youth,Engineer,15.0,1.0,5526.97,0
315.39,Credit,New York,Branch,Youth,Student,93.0,1.0,929.6,2
434.17,Debit,Atlanta,ATM,Youth,Student,148.0,1.0,5335.44,1
165.91,Debit,Jacksonville,ATM,Youth,Student,84.00000000000001,1.0,587.1199999999999,2
211.36,Debit,San Francisco,Branch,Adult,Engineer,194.0,1.0,4760.34,0
241.45000000000002,Debit,Portland,Online,Youth,Student,158.0,1.0,1594.04,0
23.24,Debit,Indianapolis,Branch,Senior,Doctor,129.0,1.0,13777.79,2
70.88,Credit,Omaha,Branch,Senior,Retired,176.0,1.0,1794.65,0
899.2850000000002,Debit,Atlanta,Online,Senior,Retired,111.0,1.0,7677.760000000001,1
314.52,Debit,Memphis,ATM,Senior,Retired,229.0,1.0,7071.32,2
181.81,Credit,Austin,Online,Senior,Retired,122.0,1.0,7525.7300000000005,1
854.64,Debit,Fort Worth,Branch,Adult,Retired,118.0,1.0,2989.25,1
261.19,Debit,Oklahoma City,ATM,Senior,Retired,52.00000000000001,1.0,7620.6,2
220.68,Credit,Raleigh,Online,Senior,Retired,217.0,1.0,5549.2,0
11.86,Debit,Sacramento,Branch,Youth,Engineer,129.0,1.0,6782.61,0
122.65000000000002,Debit,Columbus,Online,Youth,Student,41.0,1.0,1968.51,1
395.16,Debit,Milwaukee,Online,Adult,Retired,17.0,1.0,5340.73,2
704.69,Debit,Las Vegas,Online,Adult,Retired,150.0,1.0,3267.84,2
369.89,Debit,San Antonio,ATM,Senior,Retired,69.00000000000001,1.0,6941.47,0
10.92,Debit,Jacksonville,ATM,Senior,Retired,268.0,1.0,7567.2,2
199.14,Debit,Seattle,Branch,Youth,Engineer,36.0,1.0,7001.25,0
109.43,Debit,Denver,,Senior,Retired,140.0,1.0,1983.65,1
304.15,Debit,Atlanta,Branch,Youth,Student,40.0,1.0,686.9099999999999,1
620.54,Credit,Omaha,Branch,Youth,Student,98.0,1.0,213.36,0
757.79,Debit,Charlotte,Online,Youth,Student,117.0,1.0,1443.02,1
122.81,Debit,San Jose,Branch,Adult,Doctor,12.0,1.0,8450.84,0
96.25,Debit,Houston,Online,Senior,Retired,171.0,1.0,7996.699999999999,2
899.2850000000002,Debit,Charlotte,ATM,Youth,Doctor,49.0,1.0,5567.98,1
142.55,Debit,Kansas City,Online,Senior,Doctor,97.0,1.0,1262.68,2
35.94,Credit,Fresno,Branch,Youth,Student,141.0,1.0,1697.28,1
24.86,Debit,Jacksonville,Branch,Adult,Engineer,292.0,1.0,2591.65,2
103.08,Debit,San Francisco,Online,Senior,Doctor,109.0,1.0,12002.16,0
116.27,Debit,Portland,Online,Adult,Engineer,94.0,1.0,8726.92,0
363.84,Debit,Columbus,Online,Senior,Retired,118.0,1.0,5415.64,1
34.74,Credit,Portland,Online,Adult,Retired,72.0,1.0,3736.57,0
64.01,Credit,Philadelphia,Branch,Youth,Student,240.0,1.0,1225.69,0
108.75,Debit,Houston,ATM,Adult,Doctor,22.999999999999996,1.0,14829.85,2
50.9,Credit,Jacksonville,Online,Youth,Student,150.0,1.0,1277.7,2
206.84,Debit,Philadelphia,Branch,Youth,Student,154.0,1.0,454.66,0
37.4,Debit,Raleigh,ATM,Youth,Student,84.00000000000001,1.0,1519.51,0
154.21,Debit,Miami,Online,Adult,Engineer,75.0,1.0,8045.77,2
199.37,Debit,Chicago,Online,Youth,Student,79.0,1.0,1331.3,1
410.49,Credit,Atlanta,Branch,Youth,Student,112.0,1.0,1843.57,1
899.2850000000002,Credit,Phoenix,Branch,Senior,Retired,218.0,1.0,6601.5,0
18.23,Debit,Nashville,ATM,Adult,Engineer,28.0,1.0,8422.2,2
398.7,Debit,Albuquerque,ATM,Adult,Doctor,276.0,1.0,7987.740000000001,1
122.14,Debit,Omaha,Online,Youth,Student,112.0,1.0,327.68,0
378.2,Debit,Mesa,Branch,Adult,Engineer,167.0,1.0,7372.81,2
124.74,Debit,Los Angeles,ATM,Adult,Engineer,33.0,1.0,2987.97,2
17.1,Debit,Albuquerque,ATM,Adult,Retired,101.0,1.0,1619.54,1
287.05,Debit,Milwaukee,ATM,Youth,Student,212.0,1.0,1204.65,2
874.72,Debit,San Francisco,Online,Youth,Engineer,173.0,1.0,4630.58,0
899.2850000000002,Debit,Memphis,ATM,Youth,Student,150.0,1.0,1380.34,2
40.12,Credit,Dallas,ATM,Youth,Doctor,269.0,1.0,14304.38,1
125.00000000000001,Credit,Indianapolis,Online,Adult,Engineer,177.0,1.0,3215.76,2
348.44,Debit,Baltimore,Online,Youth,Student,147.0,1.0,1022.94,1
128.4,Debit,Tucson,ATM,Senior,Retired,30.999999999999996,1.0,2610.64,0
320.93,Debit,Atlanta,Online,Adult,Engineer,178.0,1.0,9451.66,1
1.41,Debit,Sacramento,ATM,Adult,Retired,278.0,1.0,1244.17,0
50.52,Debit,Los Angeles,Branch,Adult,Doctor,293.0,1.0,12815.24,2
383.95,Credit,San Diego,Online,Youth,Engineer,143.0,1.0,9933.56,0
12.94,Debit,Fresno,Branch,Youth,Student,158.0,1.0,921.23,1
329.75,Debit,Sacramento,Online,Adult,Retired,211.0,1.0,6009.43,0
899.2850000000002,Debit,Milwaukee,Online,Adult,Doctor,234.0,1.0,602.3599999999999,2
40.79,Debit,Milwaukee,ATM,Youth,Student,80.0,1.0,1769.33,2
99.25,Credit,Phoenix,Online,Senior,Retired,93.0,1.0,2570.34,0
150.6,Debit,Miami,ATM,Senior,Retired,59.00000000000001,1.0,3240.14,2
29.5,Debit,San Antonio,Online,Senior,Retired,129.0,1.0,1229.32,0
54.34,Debit,Albuquerque,ATM,Senior,Doctor,45.99999999999999,1.0,8019.890000000001,1
18.25,Debit,Kansas City,ATM,Adult,Doctor,18.0,1.0,14328.29,2
633.87,Debit,Kansas City,Online,Youth,Student,175.0,1.0,330.16,2
81.15,Debit,Miami,ATM,Youth,Student,114.0,1.0,1595.26,2
83.95,Debit,New York,Online,Senior,Retired,170.0,1.0,7413.18,2
410.4,Credit,Virginia Beach,ATM,Senior,Retired,78.0,1.0,2563.91,0
172.68,Debit,Baltimore,ATM,Youth,Doctor,17.0,1.0,10724.95,1
139.88,Debit,Colorado Springs,ATM,Youth,Engineer,162.0,1.0,2969.71,1
165.55,Debit,Dallas,Branch,Youth,Student,115.0,1.0,761.7799999999999,1
53.79,Credit,Philadelphia,ATM,Adult,Engineer,137.0,1.0,6229.36,0
285.69,Debit,Miami,ATM,Senior,Retired,35.0,1.0,2552.54,2
532.4,Debit,Jacksonville,ATM,Youth,Student,149.0,1.0,1033.73,2
293.85,Debit,Charlotte,Online,Youth,Student,144.0,1.0,1919.97,1
27.94,Debit,Atlanta,Branch,Senior,Retired,120.0,1.0,1893.4399999999998,1
270.36,Debit,Oklahoma City,ATM,Youth,Student,37.0,1.0,1783.04,2
112.66,Debit,Philadelphia,Online,Youth,Engineer,176.0,1.0,852.98,0
506.03000000000003,Debit,Detroit,Branch,Youth,Student,21.000000000000004,1.0,1123.89,1
206.95,Debit,Seattle,Branch,Youth,Student,30.999999999999996,1.0,1817.65,0
350.96,Debit,Tucson,ATM,Senior,Retired,167.0,1.0,5463.94,0
261.63,Debit,Chicago,Branch,Youth,Student,150.0,1.0,477.03,1
46.12,Debit,Fresno,Branch,Adult,Doctor,30.0,1.0,8874.01,1
